date,text,Cleaned_Tweet,Sentiment
2025-04-08 04:18:57+00:00,"@ANNOKLA1 This is a SUPERB tweet.
If white maga cared for their families which they absolutely dont ,they wouldnt have voted for DT .
The man LITERALLY said he wants to level rainforests 
He denies climate change.",ANNOKLA This is a SUPERB tweet If white maga cared for their families which they absolutely dont they wouldnt have voted for DT The man LITERALLY said he wants to level rainforests He denies climate change,Positive
2025-04-08 04:17:57+00:00,"@Herman_Kotze @amycolleytyson @dominustweet @elonmusk Herman, thanks for calling out my views on dire wolves vs. woolly mammoths. It’s not double standards—dire wolves, as predators, risk ecological chaos with little benefit, while mammoths could restore Arctic ecosystems and help climate change. Both have ethical issues, but the",HermanKotze amycolleytyson dominustweet elonmusk Herman thanks for calling out my views on dire wolves vs woolly mammoths Its not double standardsdire wolves as predators risk ecological chaos with little benefit while mammoths could restore Arctic ecosystems and help climate change Both have ethical issues but the,Positive
2025-04-08 04:17:56+00:00,"Dhaka Tribune Opinion || Editorial 

Climate change has not been kind to Bangladesh
#climatechange #publichealth #dhakatribune https://t.co/NNtuWnHBL3",Dhaka Tribune Opinion Editorial Climate change has not been kind to Bangladesh climatechange publichealth dhakatribune,Negative
2025-04-08 04:17:51+00:00,"The only existential threat to humanity is letting @vonderleyen remain free from incarceration. 

Climate change is a HOAX. 

Follow the money. 

NOBODY is stupid enough to go on the world stage saying these things, unless they are being paid the big bucks by the cabal. https://t.co/BxRGvaaCM6",The only existential threat to humanity is letting vonderleyen remain free from incarceration Climate change is a HOAX Follow the money NOBODY is stupid enough to go on the world stage saying these things unless they are being paid the big bucks by the cabal,Negative
2025-04-08 04:17:47+00:00,@RoverSportMike @johnrackham82 The same thing happened with K marts so climate changings are not concerned about waste or pollution. Dear climate change people just be the human speed bumps that you have chosen. The rest of us have jobs and we don’t want to disrespect our clients or the companies we work for.,RoverSportMike johnrackham The same thing happened with K marts so climate changings are not concerned about waste or pollution Dear climate change people just be the human speed bumps that you have chosen The rest of us have jobs and we dont want to disrespect our clients or the companies we work for,Positive
2025-04-08 04:17:28+00:00,"The documentary explored the subject of climate change, presenting scientific evidence and interviews with experts on the urgent issue.",The documentary explored the subject of climate change presenting scientific evidence and interviews with experts on the urgent issue,Positive
2025-04-08 04:17:15+00:00,"climate change impacts us all together, we are stakeholders in nature's support system https://t.co/isbDRKA5n4",climate change impacts us all together we are stakeholders in natures support system,Positive
2025-04-08 04:17:12+00:00,The planet is screaming in pain. Climate change deniers go f off https://t.co/EGGNk1IYMz,The planet is screaming in pain Climate change deniers go f off,Negative
2025-04-08 04:17:00+00:00,"@EVonschimpf Reverse flow south platte river .Elon Musk boring machines tie into Colorado river.This goes thru mountains a few miles  and you can siphon flow...You green the sw Usa and defeat climate change.
DG",EVonschimpf Reverse flow south platte river Elon Musk boring machines tie into Colorado riverThis goes thru mountains a few miles and you can siphon flowYou green the sw Usa and defeat climate change DG,Negative
2025-04-08 04:16:53+00:00,"🔥 Europe Sets Temperature Record, Exceeding Previous Hottest March on Record by a Significant Margin 🔗 https://t.co/Z2EaeqSCd0
#climateemergency 💬 Temperatures soared above average levels by a significant margin, leaving scientists concerned about the impact of climate change.",Europe Sets Temperature Record Exceeding Previous Hottest March on Record by a Significant Margin climateemergency Temperatures soared above average levels by a significant margin leaving scientists concerned about the impact of climate change,Positive
2025-04-08 04:16:09+00:00,@trouble_man90 they don't talk about Gaza. Student Loans. Climate Change. Where TF was Sunrise Movement when Trump and SCOTUS allowed toxic dumping? They would dig up Feinstein and protest her again before they make their way to protest a Republican.,troubleman they dont talk about Gaza Student Loans Climate Change Where TF was Sunrise Movement when Trump and SCOTUS allowed toxic dumping They would dig up Feinstein and protest her again before they make their way to protest a Republican,Negative
2025-04-08 04:15:41+00:00,@hfkzelda i literally major in conservation so i dont need you to try and explain climate change to me 🩷we are spending millions of dollars trying to bring back extinct animals that do not fit into our current ecological niches instead of spending on species we are actively killing today.,hfkzelda i literally major in conservation so i dont need you to try and explain climate change to me we are spending millions of dollars trying to bring back extinct animals that do not fit into our current ecological niches instead of spending on species we are actively killing today,Negative
